Parents,Has_nurs,Form,Children,Housing,Finance,Social,Health,Class
pretentious,very_crit,completed,three,convenient,inconv,problematic,recommended,spec_prior
pretentious,very_crit,completed,three,convenient,inconv,problematic,priority,spec_prior
pretentious,very_crit,completed,three,convenient,inconv,problematic,not_recom,not_recom
pretentious,very_crit,completed,three,less_conv,convenient,nonprob,recommended,spec_prior
pretentious,very_crit,completed,three,less_conv,convenient,nonprob,priority,spec_prior
pretentious,very_crit,completed,three,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,completed,three,less_conv,convenient,slightly_prob,recommended,spec_prior
pretentious,very_crit,completed,three,less_conv,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,completed,three,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,completed,three,less_conv,convenient,problematic,recommended,spec_prior
pretentious,very_crit,completed,three,less_conv,convenient,problematic,priority,spec_prior
pretentious,very_crit,completed,three,less_conv,convenient,problematic,not_recom,not_recom
pretentious,very_crit,completed,three,less_conv,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,completed,three,less_conv,inconv,nonprob,priority,spec_prior
pretentious,very_crit,completed,three,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,completed,three,less_conv,inconv,slightly_prob,recommended,spec_prior
pretentious,very_crit,completed,three,less_conv,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,completed,three,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,completed,three,less_conv,inconv,problematic,recommended,spec_prior
pretentious,very_crit,completed,three,less_conv,inconv,problematic,priority,spec_prior
pretentious,very_crit,completed,three,less_conv,inconv,problematic,not_recom,not_recom
pretentious,very_crit,completed,three,critical,convenient,nonprob,recommended,spec_prior
pretentious,very_crit,completed,three,critical,convenient,nonprob,priority,spec_prior
pretentious,very_crit,completed,three,critical,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,completed,three,critical,convenient,slightly_prob,recommended,spec_prior
pretentious,very_crit,completed,three,critical,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,completed,three,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,completed,three,critical,convenient,problematic,recommended,spec_prior
pretentious,very_crit,completed,three,critical,convenient,problematic,priority,spec_prior
pretentious,very_crit,completed,three,critical,convenient,problematic,not_recom,not_recom
pretentious,very_crit,completed,three,critical,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,completed,three,critical,inconv,nonprob,priority,spec_prior
pretentious,very_crit,completed,three,critical,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,completed,three,critical,inconv,slightly_prob,recommended,spec_prior
pretentious,very_crit,completed,three,critical,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,completed,three,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,completed,three,critical,inconv,problematic,recommended,spec_prior
pretentious,very_crit,completed,three,critical,inconv,problematic,priority,spec_prior
pretentious,very_crit,completed,three,critical,inconv,problematic,not_recom,not_recom
pretentious,very_crit,completed,more,convenient,convenient,nonprob,recommended,priority
pretentious,very_crit,completed,more,convenient,convenient,nonprob,priority,spec_prior
pretentious,very_crit,completed,more,convenient,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,completed,more,convenient,convenient,slightly_prob,recommended,priority
pretentious,very_crit,completed,more,convenient,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,completed,more,convenient,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,completed,more,convenient,convenient,problematic,recommended,spec_prior
pretentious,very_crit,completed,more,convenient,convenient,problematic,priority,spec_prior
pretentious,very_crit,completed,more,convenient,convenient,problematic,not_recom,not_recom
pretentious,very_crit,completed,more,convenient,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,completed,more,convenient,inconv,nonprob,priority,spec_prior
pretentious,very_crit,completed,more,convenient,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,completed,more,convenient,inconv,slightly_prob,recommended,spec_prior
pretentious,very_crit,completed,more,convenient,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,completed,more,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,completed,more,convenient,inconv,problematic,recommended,spec_prior
pretentious,very_crit,completed,more,convenient,inconv,problematic,priority,spec_prior
pretentious,very_crit,completed,more,convenient,inconv,problematic,not_recom,not_recom
pretentious,very_crit,completed,more,less_conv,convenient,nonprob,recommended,spec_prior
pretentious,very_crit,completed,more,less_conv,convenient,nonprob,priority,spec_prior
pretentious,very_crit,completed,more,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,completed,more,less_conv,convenient,slightly_prob,recommended,spec_prior
pretentious,very_crit,completed,more,less_conv,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,completed,more,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,completed,more,less_conv,convenient,problematic,recommended,spec_prior
pretentious,very_crit,completed,more,less_conv,convenient,problematic,priority,spec_prior
pretentious,very_crit,completed,more,less_conv,convenient,problematic,not_recom,not_recom
pretentious,very_crit,completed,more,less_conv,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,completed,more,less_conv,inconv,nonprob,priority,spec_prior
pretentious,very_crit,completed,more,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,completed,more,less_conv,inconv,slightly_prob,recommended,spec_prior
pretentious,very_crit,completed,more,less_conv,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,completed,more,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,completed,more,less_conv,inconv,problematic,recommended,spec_prior
pretentious,very_crit,completed,more,less_conv,inconv,problematic,priority,spec_prior
pretentious,very_crit,completed,more,less_conv,inconv,problematic,not_recom,not_recom
pretentious,very_crit,completed,more,critical,convenient,nonprob,recommended,spec_prior
pretentious,very_crit,completed,more,critical,convenient,nonprob,priority,spec_prior
pretentious,very_crit,completed,more,critical,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,completed,more,critical,convenient,slightly_prob,recommended,spec_prior
pretentious,very_crit,completed,more,critical,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,completed,more,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,completed,more,critical,convenient,problematic,recommended,spec_prior
pretentious,very_crit,completed,more,critical,convenient,problematic,priority,spec_prior
pretentious,very_crit,completed,more,critical,convenient,problematic,not_recom,not_recom
pretentious,very_crit,completed,more,critical,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,completed,more,critical,inconv,nonprob,priority,spec_prior
pretentious,very_crit,completed,more,critical,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,completed,more,critical,inconv,slightly_prob,recommended,spec_prior
pretentious,very_crit,completed,more,critical,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,completed,more,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,completed,more,critical,inconv,problematic,recommended,spec_prior
pretentious,very_crit,completed,more,critical,inconv,problematic,priority,spec_prior
pretentious,very_crit,completed,more,critical,inconv,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,one,convenient,convenient,nonprob,recommended,priority
pretentious,very_crit,incomplete,one,convenient,convenient,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,one,convenient,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,one,convenient,convenient,slightly_prob,recommended,priority
pretentious,very_crit,incomplete,one,convenient,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,one,convenient,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,one,convenient,convenient,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,one,convenient,convenient,problematic,priority,spec_prior
pretentious,very_crit,incomplete,one,convenient,convenient,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,one,convenient,inconv,nonprob,recommended,priority
pretentious,very_crit,incomplete,one,convenient,inconv,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,one,convenient,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,one,convenient,inconv,slightly_prob,recommended,priority
pretentious,very_crit,incomplete,one,convenient,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,one,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,one,convenient,inconv,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,one,convenient,inconv,problematic,priority,spec_prior
pretentious,very_crit,incomplete,one,convenient,inconv,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,one,less_conv,convenient,nonprob,recommended,priority
pretentious,very_crit,incomplete,one,less_conv,convenient,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,one,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,one,less_conv,convenient,slightly_prob,recommended,priority
pretentious,very_crit,incomplete,one,less_conv,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,one,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,one,less_conv,convenient,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,one,less_conv,convenient,problematic,priority,spec_prior
pretentious,very_crit,incomplete,one,less_conv,convenient,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,one,less_conv,inconv,nonprob,recommended,priority
pretentious,very_crit,incomplete,one,less_conv,inconv,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,one,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,one,less_conv,inconv,slightly_prob,recommended,priority
pretentious,very_crit,incomplete,one,less_conv,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,one,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,one,less_conv,inconv,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,one,less_conv,inconv,problematic,priority,spec_prior
pretentious,very_crit,incomplete,one,less_conv,inconv,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,one,critical,convenient,nonprob,recommended,spec_prior
pretentious,very_crit,incomplete,one,critical,convenient,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,one,critical,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,one,critical,convenient,slightly_prob,recommended,spec_prior
pretentious,very_crit,incomplete,one,critical,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,one,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,one,critical,convenient,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,one,critical,convenient,problematic,priority,spec_prior
pretentious,very_crit,incomplete,one,critical,convenient,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,one,critical,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,incomplete,one,critical,inconv,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,one,critical,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,one,critical,inconv,slightly_prob,recommended,spec_prior
pretentious,very_crit,incomplete,one,critical,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,one,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,one,critical,inconv,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,one,critical,inconv,problematic,priority,spec_prior
pretentious,very_crit,incomplete,one,critical,inconv,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,two,convenient,convenient,nonprob,recommended,priority
pretentious,very_crit,incomplete,two,convenient,convenient,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,two,convenient,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,two,convenient,convenient,slightly_prob,recommended,priority
pretentious,very_crit,incomplete,two,convenient,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,two,convenient,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,two,convenient,convenient,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,two,convenient,convenient,problematic,priority,spec_prior
pretentious,very_crit,incomplete,two,convenient,convenient,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,two,convenient,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,incomplete,two,convenient,inconv,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,two,convenient,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,two,convenient,inconv,slightly_prob,recommended,spec_prior
pretentious,very_crit,incomplete,two,convenient,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,two,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,two,convenient,inconv,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,two,convenient,inconv,problematic,priority,spec_prior
pretentious,very_crit,incomplete,two,convenient,inconv,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,two,less_conv,convenient,nonprob,recommended,spec_prior
pretentious,very_crit,incomplete,two,less_conv,convenient,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,two,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,two,less_conv,convenient,slightly_prob,recommended,spec_prior
pretentious,very_crit,incomplete,two,less_conv,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,two,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,two,less_conv,convenient,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,two,less_conv,convenient,problematic,priority,spec_prior
pretentious,very_crit,incomplete,two,less_conv,convenient,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,two,less_conv,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,incomplete,two,less_conv,inconv,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,two,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,two,less_conv,inconv,slightly_prob,recommended,spec_prior
pretentious,very_crit,incomplete,two,less_conv,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,two,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,two,less_conv,inconv,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,two,less_conv,inconv,problematic,priority,spec_prior
pretentious,very_crit,incomplete,two,less_conv,inconv,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,two,critical,convenient,nonprob,recommended,spec_prior
pretentious,very_crit,incomplete,two,critical,convenient,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,two,critical,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,two,critical,convenient,slightly_prob,recommended,spec_prior
pretentious,very_crit,incomplete,two,critical,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,two,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,two,critical,convenient,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,two,critical,convenient,problematic,priority,spec_prior
pretentious,very_crit,incomplete,two,critical,convenient,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,two,critical,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,incomplete,two,critical,inconv,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,two,critical,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,two,critical,inconv,slightly_prob,recommended,spec_prior
pretentious,very_crit,incomplete,two,critical,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,two,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,two,critical,inconv,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,two,critical,inconv,problematic,priority,spec_prior
pretentious,very_crit,incomplete,two,critical,inconv,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,three,convenient,convenient,nonprob,recommended,priority
pretentious,very_crit,incomplete,three,convenient,convenient,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,three,convenient,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,three,convenient,convenient,slightly_prob,recommended,priority
pretentious,very_crit,incomplete,three,convenient,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,three,convenient,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,three,convenient,convenient,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,three,convenient,convenient,problematic,priority,spec_prior
pretentious,very_crit,incomplete,three,convenient,convenient,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,three,convenient,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,incomplete,three,convenient,inconv,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,three,convenient,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,three,convenient,inconv,slightly_prob,recommended,spec_prior
pretentious,very_crit,incomplete,three,convenient,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,three,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,three,convenient,inconv,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,three,convenient,inconv,problematic,priority,spec_prior
pretentious,very_crit,incomplete,three,convenient,inconv,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,three,less_conv,convenient,nonprob,recommended,spec_prior
pretentious,very_crit,incomplete,three,less_conv,convenient,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,three,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,three,less_conv,convenient,slightly_prob,recommended,spec_prior
pretentious,very_crit,incomplete,three,less_conv,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,three,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,three,less_conv,convenient,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,three,less_conv,convenient,problematic,priority,spec_prior
pretentious,very_crit,incomplete,three,less_conv,convenient,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,three,less_conv,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,incomplete,three,less_conv,inconv,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,three,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,three,less_conv,inconv,slightly_prob,recommended,spec_prior
pretentious,very_crit,incomplete,three,less_conv,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,three,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,three,less_conv,inconv,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,three,less_conv,inconv,problematic,priority,spec_prior
pretentious,very_crit,incomplete,three,less_conv,inconv,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,three,critical,convenient,nonprob,recommended,spec_prior
pretentious,very_crit,incomplete,three,critical,convenient,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,three,critical,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,three,critical,convenient,slightly_prob,recommended,spec_prior
pretentious,very_crit,incomplete,three,critical,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,three,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,three,critical,convenient,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,three,critical,convenient,problematic,priority,spec_prior
pretentious,very_crit,incomplete,three,critical,convenient,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,three,critical,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,incomplete,three,critical,inconv,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,three,critical,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,three,critical,inconv,slightly_prob,recommended,spec_prior
pretentious,very_crit,incomplete,three,critical,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,three,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,three,critical,inconv,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,three,critical,inconv,problematic,priority,spec_prior
pretentious,very_crit,incomplete,three,critical,inconv,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,more,convenient,convenient,nonprob,recommended,priority
pretentious,very_crit,incomplete,more,convenient,convenient,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,more,convenient,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,more,convenient,convenient,slightly_prob,recommended,priority
pretentious,very_crit,incomplete,more,convenient,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,more,convenient,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,more,convenient,convenient,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,more,convenient,convenient,problematic,priority,spec_prior
pretentious,very_crit,incomplete,more,convenient,convenient,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,more,convenient,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,incomplete,more,convenient,inconv,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,more,convenient,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,more,convenient,inconv,slightly_prob,recommended,spec_prior
pretentious,very_crit,incomplete,more,convenient,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,more,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,more,convenient,inconv,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,more,convenient,inconv,problematic,priority,spec_prior
pretentious,very_crit,incomplete,more,convenient,inconv,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,more,less_conv,convenient,nonprob,recommended,spec_prior
pretentious,very_crit,incomplete,more,less_conv,convenient,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,more,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,more,less_conv,convenient,slightly_prob,recommended,spec_prior
pretentious,very_crit,incomplete,more,less_conv,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,more,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,more,less_conv,convenient,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,more,less_conv,convenient,problematic,priority,spec_prior
pretentious,very_crit,incomplete,more,less_conv,convenient,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,more,less_conv,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,incomplete,more,less_conv,inconv,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,more,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,more,less_conv,inconv,slightly_prob,recommended,spec_prior
pretentious,very_crit,incomplete,more,less_conv,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,more,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,more,less_conv,inconv,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,more,less_conv,inconv,problematic,priority,spec_prior
pretentious,very_crit,incomplete,more,less_conv,inconv,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,more,critical,convenient,nonprob,recommended,spec_prior
pretentious,very_crit,incomplete,more,critical,convenient,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,more,critical,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,more,critical,convenient,slightly_prob,recommended,spec_prior
pretentious,very_crit,incomplete,more,critical,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,more,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,more,critical,convenient,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,more,critical,convenient,problematic,priority,spec_prior
pretentious,very_crit,incomplete,more,critical,convenient,problematic,not_recom,not_recom
pretentious,very_crit,incomplete,more,critical,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,incomplete,more,critical,inconv,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,more,critical,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,incomplete,more,critical,inconv,slightly_prob,recommended,spec_prior
pretentious,very_crit,incomplete,more,critical,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,incomplete,more,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,incomplete,more,critical,inconv,problematic,recommended,spec_prior
pretentious,very_crit,incomplete,more,critical,inconv,problematic,priority,spec_prior
pretentious,very_crit,incomplete,more,critical,inconv,problematic,not_recom,not_recom
pretentious,very_crit,foster,one,convenient,convenient,nonprob,recommended,priority
pretentious,very_crit,foster,one,convenient,convenient,nonprob,priority,spec_prior
pretentious,very_crit,foster,one,convenient,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,foster,one,convenient,convenient,slightly_prob,recommended,priority
pretentious,very_crit,foster,one,convenient,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,foster,one,convenient,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,foster,one,convenient,convenient,problematic,recommended,spec_prior
pretentious,very_crit,foster,one,convenient,convenient,problematic,priority,spec_prior
pretentious,very_crit,foster,one,convenient,convenient,problematic,not_recom,not_recom
pretentious,very_crit,foster,one,convenient,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,foster,one,convenient,inconv,nonprob,priority,spec_prior
pretentious,very_crit,foster,one,convenient,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,foster,one,convenient,inconv,slightly_prob,recommended,spec_prior
pretentious,very_crit,foster,one,convenient,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,foster,one,convenient,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,foster,one,convenient,inconv,problematic,recommended,spec_prior
pretentious,very_crit,foster,one,convenient,inconv,problematic,priority,spec_prior
pretentious,very_crit,foster,one,convenient,inconv,problematic,not_recom,not_recom
pretentious,very_crit,foster,one,less_conv,convenient,nonprob,recommended,spec_prior
pretentious,very_crit,foster,one,less_conv,convenient,nonprob,priority,spec_prior
pretentious,very_crit,foster,one,less_conv,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,foster,one,less_conv,convenient,slightly_prob,recommended,spec_prior
pretentious,very_crit,foster,one,less_conv,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,foster,one,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,foster,one,less_conv,convenient,problematic,recommended,spec_prior
pretentious,very_crit,foster,one,less_conv,convenient,problematic,priority,spec_prior
pretentious,very_crit,foster,one,less_conv,convenient,problematic,not_recom,not_recom
pretentious,very_crit,foster,one,less_conv,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,foster,one,less_conv,inconv,nonprob,priority,spec_prior
pretentious,very_crit,foster,one,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,very_crit,foster,one,less_conv,inconv,slightly_prob,recommended,spec_prior
pretentious,very_crit,foster,one,less_conv,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,foster,one,less_conv,inconv,slightly_prob,not_recom,not_recom
pretentious,very_crit,foster,one,less_conv,inconv,problematic,recommended,spec_prior
pretentious,very_crit,foster,one,less_conv,inconv,problematic,priority,spec_prior
pretentious,very_crit,foster,one,less_conv,inconv,problematic,not_recom,not_recom
pretentious,very_crit,foster,one,critical,convenient,nonprob,recommended,spec_prior
pretentious,very_crit,foster,one,critical,convenient,nonprob,priority,spec_prior
pretentious,very_crit,foster,one,critical,convenient,nonprob,not_recom,not_recom
pretentious,very_crit,foster,one,critical,convenient,slightly_prob,recommended,spec_prior
pretentious,very_crit,foster,one,critical,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,foster,one,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,foster,one,critical,convenient,problematic,recommended,spec_prior
pretentious,very_crit,foster,one,critical,convenient,problematic,priority,spec_prior
pretentious,very_crit,foster,one,critical,convenient,problematic,not_recom,not_recom
pretentious,very_crit,foster,one,critical,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,foster,one,critical,inconv,nonprob,priority,spec_prior
pretentious,very_crit,foster,one,critical,inconv,nonprob,not_recom,not_recom
